domain,problem,algorithm,base,width,depth,par,exp,quality-avg,quality-stdev,time
ctp3,test07_20_T.graph,ao3,optimistic,500,20,0.5,50,163.98199,3.20778,14159.11
ctp3,test07_20_T.graph,ao3,optimistic,1000,20,0.5,50,160.55000,3.08624,23145.90
ctp3,test07_20_T.graph,ao3,optimistic,5000,20,0.5,50,157.89600,2.95303,69626.34
ctp3,test07_20_T.graph,ao3,random,100,20,0.5,100,193.60400,4.13380,4372.81
ctp3,test07_20_T.graph,ao3,random,500,20,0.5,100,156.52299,3.23641,15641.59
ctp3,test07_20_T.graph,ao3,random,1000,20,0.5,100,156.31400,3.08999,24003.20
ctp3,test07_20_T.graph,ao3,random,5000,20,0.5,100,160.93800,3.17399,50652.40
ctp3,test07_20_T.graph,ao3,optimistic,100,20,0.5,100,185.34200,4.02895,4406.52
ctp3,test07_20_T.graph,ao3,optimistic,500,20,0.5,100,165.43100,3.17914,16566.95
ctp3,test07_20_T.graph,ao3,optimistic,1000,20,0.5,100,165.93201,3.31498,27823.63
ctp3,test07_20_T.graph,ao3,optimistic,5000,20,0.5,100,159.66800,2.81436,78671.52
ctp3,test07_20_T.graph,ao3,random,100,20,0.9,500,198.53700,4.18558,4344.25
ctp3,test07_20_T.graph,ao3,random,500,20,0.9,500,156.10699,3.33864,20227.09
ctp3,test07_20_T.graph,ao3,random,1000,20,0.9,500,150.88499,3.08569,36603.30
ctp3,test07_20_T.graph,ao3,optimistic,100,20,0.9,500,200.99699,4.20756,4374.03
ctp3,test07_20_T.graph,ao3,optimistic,500,20,0.9,500,178.70900,3.62872,20672.96
ctp3,test07_20_T.graph,ao3,optimistic,1000,20,0.9,500,176.07600,3.50917,37609.18
ctp3,test08_20_T.graph,ao3,random,100,20,0.5,500,236.22400,3.64299,5585.08
ctp3,test08_20_T.graph,ao3,random,500,20,0.5,500,207.28101,2.96283,25871.15
ctp3,test08_20_T.graph,ao3,random,1000,20,0.5,500,204.11200,2.89640,49785.20
ctp3,test08_20_T.graph,ao3,random,5000,20,0.5,500,198.63800,2.40378,149691.38
ctp3,test08_20_T.graph,ao3,random,10000,20,0.5,500,199.76801,2.48222,189884.39
ctp3,test08_20_T.graph,ao3,optimistic,100,20,0.5,500,246.30200,4.54231,5245.70
ctp3,test08_20_T.graph,ao3,optimistic,500,20,0.5,500,221.80099,3.76623,23926.19
ctp3,test08_20_T.graph,ao3,optimistic,1000,20,0.5,500,210.79500,3.43000,46520.81
ctp3,test08_20_T.graph,ao3,optimistic,5000,20,0.5,500,193.33800,2.72582,164764.03
ctp3,test08_20_T.graph,ao3,optimistic,10000,20,0.5,500,191.20700,2.53641,252778.39
ctp3,test08_20_T.graph,ao3,random,100,20,0.1,500,238.95300,3.58048,5567.18
ctp3,test08_20_T.graph,ao3,random,500,20,0.1,500,208.72400,3.08294,26016.05
ctp3,test08_20_T.graph,ao3,random,1000,20,0.1,500,201.32700,2.58805,49892.67
ctp3,test08_20_T.graph,ao3,optimistic,100,20,0.1,500,243.35600,4.58988,5188.36
ctp3,test08_20_T.graph,ao3,optimistic,500,20,0.1,500,218.94901,3.92583,24025.84
ctp3,test08_20_T.graph,ao3,optimistic,1000,20,0.1,500,209.99500,3.44967,46445.75
ctp3,test08_20_T.graph,ao3,random,100,20,0.5,50,218.92799,3.38274,5516.24
ctp3,test08_20_T.graph,ao3,random,500,20,0.5,50,210.84200,2.84915,19322.71
ctp3,test08_20_T.graph,ao3,random,1000,20,0.5,50,211.30299,2.84204,26079.79
ctp3,test08_20_T.graph,ao3,random,5000,20,0.5,50,212.50800,2.88673,57814.21
ctp3,test08_20_T.graph,ao3,optimistic,100,20,0.5,50,239.03999,4.24207,5156.74
ctp3,test08_20_T.graph,ao3,optimistic,500,20,0.5,50,210.82401,3.22971,19824.33
ctp3,test08_20_T.graph,ao3,optimistic,1000,20,0.5,50,211.65401,3.24485,30980.43
ctp3,test08_20_T.graph,ao3,optimistic,5000,20,0.5,50,198.82001,2.73999,89542.02
ctp3,test08_20_T.graph,ao3,random,100,20,0.5,100,238.51500,3.72280,5548.73
ctp3,test08_20_T.graph,ao3,random,500,20,0.5,100,209.37900,2.90355,23506.74
ctp3,test08_20_T.graph,ao3,random,1000,20,0.5,100,211.54500,2.86437,35855.50
ctp3,test08_20_T.graph,ao3,random,5000,20,0.5,100,204.25700,2.55523,69836.72
ctp3,test08_20_T.graph,ao3,optimistic,100,20,0.5,100,247.62900,4.64168,5193.20
ctp3,test08_20_T.graph,ao3,optimistic,500,20,0.5,100,219.03300,3.51863,23443.12
ctp3,test08_20_T.graph,ao3,optimistic,1000,20,0.5,100,211.57600,3.07154,37464.50
ctp3,test08_20_T.graph,ao3,optimistic,5000,20,0.5,100,202.90300,2.64218,102545.59
ctp3,test08_20_T.graph,ao3,random,100,20,0.9,500,235.50400,3.48824,5422.53
ctp3,test08_20_T.graph,ao3,random,500,20,0.9,500,211.81500,3.05922,25279.76
ctp3,test08_20_T.graph,ao3,random,1000,20,0.9,500,203.79500,2.77984,48114.94
ctp3,test08_20_T.graph,ao3,optimistic,100,20,0.9,500,252.81500,4.54812,5093.27
ctp3,test08_20_T.graph,ao3,optimistic,500,20,0.9,500,219.71400,3.69913,23529.19
ctp3,test08_20_T.graph,ao3,optimistic,1000,20,0.9,500,209.01900,3.26629,45684.80
ctp3,test09_20_T.graph,ao3,optimistic,10000,20,0.5,500,170.74100,2.86319,176559.02
ctp3,test09_20_T.graph,ao3,random,100,20,0.5,500,192.06700,3.89749,4586.35
ctp3,test09_20_T.graph,ao3,random,500,20,0.5,500,179.23399,3.33889,20295.31
ctp3,test09_20_T.graph,ao3,random,1000,20,0.5,500,175.03999,3.12222,38004.29
ctp3,test09_20_T.graph,ao3,random,5000,20,0.5,500,172.93700,2.93867,109713.12
ctp3,test09_20_T.graph,ao3,random,10000,20,0.5,500,167.88901,2.78822,143915.75
ctp3,test09_20_T.graph,ao3,optimistic,100,20,0.5,500,212.37300,4.30288,3977.17
ctp3,test09_20_T.graph,ao3,optimistic,500,20,0.5,500,190.23801,3.74414,17814.29
ctp3,test09_20_T.graph,ao3,optimistic,1000,20,0.5,500,184.26300,3.41736,33959.67
ctp3,test09_20_T.graph,ao3,optimistic,5000,20,0.5,500,174.58600,3.23353,115253.44
ctp3,test09_20_T.graph,ao3,random,100,20,0.1,500,200.94501,4.10902,4636.37
ctp3,test09_20_T.graph,ao3,random,500,20,0.1,500,173.72501,3.30813,20738.37
ctp3,test09_20_T.graph,ao3,random,1000,20,0.1,500,172.58900,3.16491,38426.81
ctp3,test09_20_T.graph,ao3,optimistic,100,20,0.1,500,208.69099,4.07728,4006.01
ctp3,test09_20_T.graph,ao3,optimistic,500,20,0.1,500,183.24100,3.64165,18188.23
ctp3,test09_20_T.graph,ao3,optimistic,1000,20,0.1,500,186.10300,3.48678,34518.31
ctp3,test09_20_T.graph,ao3,random,100,20,0.5,50,180.69600,3.65656,4315.96
ctp3,test09_20_T.graph,ao3,random,500,20,0.5,50,175.30499,3.25423,14101.43
ctp3,test09_20_T.graph,ao3,random,1000,20,0.5,50,174.02400,3.15611,19188.17
ctp3,test09_20_T.graph,ao3,random,5000,20,0.5,50,181.67799,3.32202,45384.95
ctp3,test09_20_T.graph,ao3,optimistic,100,20,0.5,50,204.34700,4.40774,4016.38
ctp3,test09_20_T.graph,ao3,optimistic,500,20,0.5,50,193.85699,3.75074,15211.77
ctp3,test09_20_T.graph,ao3,optimistic,1000,20,0.5,50,184.58800,3.44993,23534.16
ctp3,test09_20_T.graph,ao3,optimistic,5000,20,0.5,50,179.68900,3.19566,63515.01
ctp3,test09_20_T.graph,ao3,random,100,20,0.5,100,187.09700,3.81546,4515.23
ctp3,test09_20_T.graph,ao3,random,500,20,0.5,100,176.34300,3.25767,17681.46
ctp3,test09_20_T.graph,ao3,random,1000,20,0.5,100,176.71600,3.14767,26377.19
ctp3,test09_20_T.graph,ao3,random,5000,20,0.5,100,179.09801,3.34732,54134.00
ctp3,test09_20_T.graph,ao3,optimistic,100,20,0.5,100,213.36501,4.30605,4020.90
ctp3,test09_20_T.graph,ao3,optimistic,500,20,0.5,100,192.17400,3.62465,16915.26
ctp3,test09_20_T.graph,ao3,optimistic,1000,20,0.5,100,188.26500,3.39211,28208.56
ctp3,test09_20_T.graph,ao3,optimistic,5000,20,0.5,100,183.83200,3.25237,74523.59
ctp3,test09_20_T.graph,ao3,random,100,20,0.9,500,194.50000,4.08802,4397.41
ctp3,test09_20_T.graph,ao3,random,500,20,0.9,500,178.82100,3.28721,20081.82
ctp3,test09_20_T.graph,ao3,random,1000,20,0.9,500,176.75999,3.14404,37507.50
ctp3,test09_20_T.graph,ao3,optimistic,100,20,0.9,500,219.76500,4.55200,4019.17
ctp3,test09_20_T.graph,ao3,optimistic,500,20,0.9,500,185.64301,3.65869,17660.33
ctp3,test09_20_T.graph,ao3,optimistic,1000,20,0.9,500,184.89101,3.68528,33971.62
